ID	age	sex	n_babies	observer	year	pop_size	weight
508	8	f	0	4	2001	160	7.832908381147404
517	1	m	2	20	2001	160	6.0535532542623915
518	6	m	1	10	2001	160	6.573513935018935
519	2	f	1	2	2001	160	4.525935694194949
520	1	m	2	14	2001	160	NA
528	15	f	2	6	2001	160	11.241540485795154
529	4	f	1	19	2001	160	6.237566434188941
531	1	m	1	10	2001	160	4.788589878024898
539	11	f	0	18	2001	160	10.04118501239897
543	1	f	1	18	2001	160	4.677719910688543
552	4	m	1	17	2001	160	7.075681723102313
557	10	m	0	9	2001	160	10.594732042372828
563	1	m	0	1	2001	160	3.979348419308133
566	12	m	2	8	2001	160	NA
567	5	f	0	3	2001	160	6.258766180600199
568	1	f	1	16	2001	160	5.85141691725034
571	1	f	2	13	2001	160	3.228037840074264
572	16	m	1	16	2001	160	12.791186768870384
581	10	m	0	6	2001	160	8.589615286513016
582	7	m	2	13	2001	160	7.69767277550229
585	1	f	2	7	2001	160	5.194707072726577
586	9	m	0	3	2001	160	8.006531832829102
593	11	f	2	16	2001	160	8.493051150151977
595	3	f	2	14	2001	160	6.8439989948908115
603	8	m	0	9	2001	160	7.477148005817977
605	1	m	0	4	2001	160	3.2578128194339704
609	8	m	0	1	2001	160	8.956650382266695
614	4	m	2	5	2001	160	5.698155388555283
620	0	m	2	15	2001	160	5.748671796211117
621	11	f	2	5	2001	160	8.636358086266414
622	12	m	1	9	2001	160	8.016645603443472
633	5	f	0	5	2001	160	6.030794198193012
636	15	f	2	1	2001	160	10.63618613754044
639	0	f	0	12	2001	160	4.513385483552103
641	5	f	0	14	2001	160	5.909757176085879
642	9	f	1	1	2001	160	9.04520181488614
643	2	m	1	17	2001	160	4.8047782866867825
651	2	f	1	7	2001	160	4.886255777751262
655	3	m	0	11	2001	160	5.584535635870589
657	11	f	2	20	2001	160	8.997361072398219
662	8	m	1	1	2001	160	8.418631682450618
667	9	f	2	3	2001	160	9.06886270353007
669	1	m	0	7	2001	160	4.548066587453687
675	0	m	2	11	2001	160	5.172685505968302
676	3	f	0	12	2001	160	5.671833292156304
687	9	m	2	12	2001	160	10.85285446787906
693	7	f	2	18	2001	160	8.318142339256266
694	8	m	1	18	2001	160	9.535431262616497
698	5	f	0	9	2001	160	7.660083431814151
703	5	f	0	11	2001	160	6.455269232189567
704	12	m	2	3	2001	160	8.97450773248604
709	1	m	2	18	2001	160	4.709430431003525
717	13	f	0	4	2001	160	9.550221964246237
721	5	f	1	9	2001	160	5.815394362157003
728	0	f	0	18	2001	160	4.987836053493744
729	2	f	2	7	2001	160	3.507531336802795
733	7	f	0	13	2001	160	8.250783810727691
735	8	f	0	6	2001	160	7.736350372092135
736	6	f	1	7	2001	160	6.451276199501718
741	0	f	0	11	2001	160	5.0901300004098005
743	0	f	2	11	2001	160	3.9237329441290023
744	1	m	1	4	2001	160	6.032417449020751
748	11	f	2	2	2001	160	8.983222381463834
752	10	m	2	7	2001	160	8.638809722824757
757	7	m	1	20	2001	160	NA
758	0	m	0	7	2001	160	3.8645634196807572
769	2	m	1	8	2001	160	5.0948175625951055
772	3	f	1	12	2001	160	6.052211721938847
778	5	f	2	2	2001	160	7.166807555277614
779	12	f	2	8	2001	160	9.099193249648021
785	1	f	1	18	2001	160	3.9504355625916077
794	7	m	1	19	2001	160	9.173737400548518
798	8	m	2	18	2001	160	7.698044949231728
799	1	m	1	19	2001	160	4.936355494187983
806	1	m	2	5	2001	160	5.43551703614306
807	8	f	2	1	2001	160	9.211114521627495
808	3	f	0	2	2001	160	5.9182037549297455
809	0	f	2	3	2001	160	3.8494865236215894
810	0	f	0	15	2001	160	4.364970535166608
811	9	m	1	8	2001	160	9.159217933504253
818	0	m	1	16	2001	160	5.6341906709710505
826	10	m	0	10	2001	160	10.19003542256029
834	5	m	0	13	2001	160	6.33917191848236
835	5	f	0	19	2001	160	6.90696901351759
836	0	f	1	18	2001	160	5.293064292735221
838	7	f	1	14	2001	160	6.606683356231063
841	3	f	1	11	2001	160	5.8133663394767225
856	8	f	2	11	2001	160	7.195613100368673
859	3	m	0	1	2001	160	5.651671464789921
863	9	m	1	13	2001	160	NA
880	4	f	2	15	2001	160	4.531933786632173
886	0	m	0	18	2001	160	6.011056921522768
890	6	m	1	7	2001	160	7.044206720188139
892	11	f	1	5	2001	160	8.025140689104266
893	7	f	2	3	2001	160	6.6934987813431
2	16	f	2	7	2002	141	11.646619747613055
6	5	f	0	4	2002	141	4.832694459261707
10	7	m	0	16	2002	141	7.337301023156516
11	8	m	0	1	2002	141	6.461186806751874
15	4	f	0	10	2002	141	6.764233442674846
19	0	m	0	9	2002	141	NA
21	11	f	2	18	2002	141	8.96678494143254
22	15	f	2	15	2002	141	10.334192988425455
35	3	f	0	20	2002	141	5.823343754526904
51	10	f	0	5	2002	141	6.611768955472046
53	5	m	0	11	2002	141	5.358794187823298
55	11	m	1	1	2002	141	9.614462328693271
63	10	f	1	20	2002	141	7.235404879122166
74	0	m	2	12	2002	141	2.3859815180309987
75	9	m	0	18	2002	141	7.3976790840762705
79	9	m	0	13	2002	141	7.918193270864688
81	6	m	1	6	2002	141	7.842228988667657
85	9	f	0	15	2002	141	8.088695128498415
101	4	f	2	2	2002	141	5.248114764747635
106	0	f	2	4	2002	141	4.287742522748355
107	1	m	1	19	2002	141	4.4138334037324265
115	5	f	1	8	2002	141	6.2274727097590565
116	16	m	0	15	2002	141	10.402607759806292
117	8	f	0	7	2002	141	7.086840416529169
121	5	m	0	1	2002	141	4.975098957197708
128	4	m	0	5	2002	141	5.045153524659388
140	5	m	1	15	2002	141	NA
141	3	f	2	4	2002	141	5.320276770996493
150	4	f	0	20	2002	141	5.021728341187551
153	2	m	1	1	2002	141	4.943487635937494
155	0	m	0	6	2002	141	3.39575015100865
156	4	f	0	16	2002	141	5.975736541133212
159	1	m	2	6	2002	141	3.9524503696211237
161	6	m	1	5	2002	141	6.954398407683944
165	4	m	1	2	2002	141	4.562000013578311
175	4	f	1	12	2002	141	6.105910857904778
185	1	m	0	4	2002	141	2.8545238929729244
188	5	m	2	19	2002	141	4.836028948221414
190	2	m	0	2	2002	141	5.351557601094175
201	10	f	0	1	2002	141	7.723160250778816
205	1	m	1	13	2002	141	4.46547801908769
207	8	f	2	6	2002	141	NA
218	5	m	0	7	2002	141	7.599039230200108
223	8	f	2	19	2002	141	5.819094596294841
224	11	f	1	3	2002	141	7.143844352463542
230	7	f	1	11	2002	141	6.02296950050539
235	2	f	1	9	2002	141	3.3241519896580742
236	8	m	2	9	2002	141	7.378539015723214
238	9	m	2	15	2002	141	7.7596885739602754
239	1	f	2	10	2002	141	3.122450439981405
241	6	f	0	14	2002	141	7.0782743690982155
248	6	f	2	19	2002	141	5.570382050049556
250	1	m	0	11	2002	141	3.007980386102096
254	2	f	0	20	2002	141	5.023987400590882
257	12	f	2	14	2002	141	8.29072234685836
265	8	f	1	14	2002	141	6.592741626992566
266	0	m	2	5	2002	141	3.953434121736758
267	2	m	1	15	2002	141	5.388073022842679
275	3	f	0	12	2002	141	4.421346135552003
283	2	m	2	7	2002	141	4.6258041562854615
284	3	f	2	9	2002	141	4.7185557475821005
295	11	f	0	19	2002	141	8.817720897511554
299	5	f	1	11	2002	141	5.5872045832178125
309	13	m	0	5	2002	141	10.330408921112246
310	1	m	2	7	2002	141	5.302710649851024
312	8	m	0	7	2002	141	6.62547885156727
315	4	m	2	13	2002	141	5.19249268309407
322	0	f	0	9	2002	141	4.00699192663443
324	0	f	1	16	2002	141	4.286330464070174
325	15	f	2	1	2002	141	9.698013843535877
337	4	m	2	9	2002	141	5.345768524787272
339	8	f	0	8	2002	141	6.528753846321239
345	0	m	0	17	2002	141	5.199446880876825
354	2	f	1	18	2002	141	5.161689072064142
356	3	m	1	9	2002	141	4.902047541315827
358	3	m	2	8	2002	141	5.772748300469445
364	1	f	2	14	2002	141	NA
365	9	f	0	7	2002	141	7.144340577054778
368	4	f	2	20	2002	141	6.054957138904047
369	0	f	2	19	2002	141	2.8698794626789295
370	5	f	2	4	2002	141	5.701934643631517
373	13	f	0	5	2002	141	9.80209692840666
378	9	m	2	8	2002	141	7.569051271722938
383	6	f	0	19	2002	141	6.9373810774082285
386	6	f	1	15	2002	141	6.923015252133295
399	0	f	1	4	2002	141	3.9900524308540977
411	16	f	1	8	2002	141	10.501736185141263
420	6	f	1	13	2002	141	6.160420557353982
422	2	f	2	15	2002	141	NA
425	7	m	0	3	2002	141	7.356265804159631
432	4	m	1	13	2002	141	7.48885679194029
439	4	f	2	9	2002	141	5.938359222442607
440	4	m	0	4	2002	141	6.098488345596871
441	11	m	2	18	2002	141	8.381054279044768
449	9	m	0	11	2002	141	NA
454	1	f	2	15	2002	141	3.9344678169460807
456	2	m	1	12	2002	141	5.9108410256360955
457	0	m	1	3	2002	141	4.7061971812930095
465	4	f	2	1	2002	141	4.225593097789046
469	7	f	0	7	2002	141	6.675926316760306
475	0	f	2	10	2002	141	3.563683192100515
476	7	f	0	10	2002	141	5.912608855303549
479	7	f	1	1	2002	141	NA
489	15	f	2	19	2002	141	9.472479698592508
494	9	f	0	1	2002	141	7.9695984073801345
496	11	m	1	14	2002	141	7.7540438320486755
498	2	f	2	17	2002	141	5.006952652839673
499	3	f	0	20	2002	141	5.959277084386482
506	1	m	0	2	2002	141	4.480535229503892
508	9	f	0	17	2002	141	8.00579863983096
517	2	m	1	9	2002	141	5.801650491265018
518	7	m	0	7	2002	141	5.857880169907993
519	3	f	0	14	2002	141	4.254240991931589
529	5	f	0	17	2002	141	6.100315272467745
531	2	m	0	11	2002	141	4.4335814918761285
539	12	f	1	9	2002	141	10.182103513882787
543	2	f	2	14	2002	141	4.67972402892851
552	5	m	1	3	2002	141	6.385336049402993
557	11	m	2	20	2002	141	9.736497867079427
566	13	m	0	14	2002	141	NA
567	6	f	0	13	2002	141	5.798283700467593
568	2	f	2	8	2002	141	5.619623757166834
571	2	f	1	5	2002	141	NA
581	11	m	1	20	2002	141	8.342135161769061
582	8	m	0	4	2002	141	7.658868877285546
585	2	f	1	10	2002	141	NA
593	12	f	0	15	2002	141	8.383094501137478
595	4	f	1	4	2002	141	6.766746863933396
600	0	m	0	3	2002	141	4.600448964304899
603	9	m	0	3	2002	141	NA
605	2	m	0	3	2002	141	2.662735046289273
609	9	m	1	14	2002	141	8.483826316609687
614	5	m	0	19	2002	141	4.938539970354156
620	1	m	0	7	2002	141	5.304088330385274
622	13	m	0	5	2002	141	7.8646466079268755
631	0	f	1	12	2002	141	4.432650395775361
633	6	f	0	16	2002	141	6.034014069875452
639	1	f	0	12	2002	141	4.279630078208841
641	6	f	2	15	2002	141	5.76449084165186
642	10	f	0	20	2002	141	9.33127705908139
643	3	m	2	15	2002	141	NA
651	3	f	0	15	2002	141	4.614090569242573
655	4	m	0	10	2002	141	4.951870583273438
657	12	f	0	18	2002	141	8.57887301244177
668	0	m	0	5	2002	141	3.5140930215544652
669	2	m	2	11	2002	141	NA
675	1	m	2	3	2002	141	4.856714706131666
676	4	f	1	15	2002	141	5.471089683384004
687	10	m	2	18	2002	141	10.695836307739915
693	8	f	1	2	2002	141	8.290477271080338
694	9	m	2	3	2002	141	8.66033409298356
698	6	f	2	17	2002	141	NA
703	6	f	0	19	2002	141	6.304760329450255
704	13	m	1	19	2002	141	9.00321189003904
709	2	m	1	2	2002	141	4.0916027019982195
710	0	m	1	19	2002	141	4.2179262520900185
717	14	f	2	17	2002	141	NA
721	6	f	0	8	2002	141	5.4937478713413395
728	1	f	2	9	2002	141	NA
729	3	f	0	14	2002	141	3.7448859464295827
733	8	f	2	6	2002	141	7.919619921343713
735	9	f	2	12	2002	141	7.305780195400672
736	7	f	0	17	2002	141	6.39009033326749
741	1	f	1	16	2002	141	4.82284640629592
743	1	f	1	13	2002	141	3.801510543531076
744	2	m	2	8	2002	141	5.6271796907431995
752	11	m	0	18	2002	141	8.304937004436018
757	8	m	0	20	2002	141	8.278436309163776
758	1	m	1	14	2002	141	3.528740809962463
769	3	m	0	17	2002	141	5.319470499721142
772	4	f	1	9	2002	141	6.0768929475952405
778	6	f	1	4	2002	141	6.525327943859096
779	13	f	0	5	2002	141	8.52779751822885
785	2	f	1	16	2002	141	4.191447560976869
794	8	m	2	14	2002	141	8.811269109694894
798	9	m	1	5	2002	141	7.505144372150673
799	2	m	0	4	2002	141	4.720099844322385
806	2	m	1	9	2002	141	4.788257239262986
807	9	f	1	8	2002	141	9.154699083080965
808	4	f	1	12	2002	141	6.08055371928519
809	1	f	0	14	2002	141	3.35697748677497
810	1	f	0	2	2002	141	4.179915006519987
811	10	m	1	17	2002	141	9.060272795443781
818	1	m	2	15	2002	141	5.145224132096224
826	11	m	1	17	2002	141	9.748848795342766
834	6	m	2	11	2002	141	6.523313975935548
835	6	f	2	10	2002	141	6.954798508930297
836	1	f	0	15	2002	141	5.281125342072927
838	8	f	2	3	2002	141	6.314565035346241
841	4	f	1	20	2002	141	5.063812042527879
856	9	f	1	1	2002	141	6.939559410395252
859	4	m	2	7	2002	141	5.448800376244429
863	10	m	2	17	2002	141	8.152275176068649
880	5	f	0	15	2002	141	4.2424556099816755
886	1	m	1	15	2002	141	5.639774971307886
890	7	m	1	15	2002	141	7.127695360409664
892	12	f	0	10	2002	141	7.9359283003460215
893	8	f	2	10	2002	141	6.982241468740352
5	0	f	2	15	2003	163	3.0582753807749445
6	6	f	1	5	2003	163	5.405244729767571
10	8	m	2	20	2003	163	8.088677165411044
11	9	m	1	13	2003	163	6.893230167576414
15	5	f	0	11	2003	163	6.798738315002615
19	1	m	2	7	2003	163	4.992749723244297
21	12	f	2	5	2003	163	9.649306667572372
35	4	f	2	15	2003	163	5.807284685268172
51	11	f	0	3	2003	163	7.739837476884935
53	6	m	0	2	2003	163	6.079470285393516
55	12	m	0	6	2003	163	10.604375554877766
63	11	f	0	4	2003	163	7.8871179188225025
74	1	m	0	10	2003	163	3.3848525389784694
79	10	m	0	12	2003	163	8.818923929539224
81	7	m	0	5	2003	163	8.370939526562296
85	10	f	1	20	2003	163	NA
90	0	m	0	15	2003	163	3.616464752116409
101	5	f	1	9	2003	163	5.5237753112101355
106	1	f	2	10	2003	163	4.59895811192388
107	2	m	2	10	2003	163	4.643324954283055
115	6	f	2	15	2003	163	7.295750492305354
117	9	f	0	17	2003	163	NA
121	6	m	2	15	2003	163	4.9181617500479256
128	5	m	0	6	2003	163	5.753321697109936
140	6	m	1	6	2003	163	8.02866348813378
141	4	f	1	11	2003	163	5.7392087913488945
150	5	f	0	11	2003	163	5.687227141673028
155	1	m	0	11	2003	163	3.591938106586189
156	5	f	0	7	2003	163	6.576459142076033
159	2	m	0	14	2003	163	4.571443956587634
161	7	m	2	9	2003	163	7.672006250463003
165	5	m	2	17	2003	163	4.560613689923589
175	5	f	2	16	2003	163	6.671509279489218
182	0	f	2	8	2003	163	NA
185	2	m	2	16	2003	163	3.7195524924717556
188	6	m	0	4	2003	163	5.6384278221382536
190	3	m	0	8	2003	163	NA
201	11	f	1	6	2003	163	NA
205	2	m	1	16	2003	163	5.452691604523183
207	9	f	0	5	2003	163	6.532082170659994
218	6	m	2	12	2003	163	7.8702338713222275
223	9	f	0	13	2003	163	6.266253996544515
224	12	f	0	3	2003	163	7.46142362449413
230	8	f	1	7	2003	163	NA
235	3	f	0	5	2003	163	3.8759992661094618
236	9	m	0	6	2003	163	8.232708182100993
239	2	f	0	6	2003	163	4.048462338895275
241	7	f	1	12	2003	163	7.611269219219143
248	7	f	1	8	2003	163	6.38019468849463
250	2	m	2	13	2003	163	3.5036838686567826
254	3	f	1	17	2003	163	5.704606933117782
257	13	f	2	6	2003	163	9.09639278702502
265	9	f	1	16	2003	163	7.2967033103981995
266	1	m	1	16	2003	163	4.435118503833278
267	3	m	0	4	2003	163	5.681550028834904
275	4	f	0	6	2003	163	5.2517438171810475
280	0	f	0	4	2003	163	1.8457669644733927
283	3	m	1	1	2003	163	5.1922095715400864
284	4	f	1	14	2003	163	5.066291261349934
295	12	f	2	11	2003	163	9.275270478228043
297	0	f	1	8	2003	163	5.209664160724831
299	6	f	2	10	2003	163	6.0046137203969945
310	2	m	0	16	2003	163	5.769158098863488
312	9	m	0	17	2003	163	6.791736591055811
315	5	m	0	20	2003	163	5.858737520450317
322	1	f	0	17	2003	163	NA
324	1	f	0	2	2003	163	4.33875171495391
325	16	f	2	2	2003	163	10.805710893848552
327	0	f	1	5	2003	163	2.988498862023133
337	5	m	2	12	2003	163	5.900326591816604
339	9	f	1	7	2003	163	7.034300989796459
345	1	m	1	10	2003	163	NA
352	0	f	1	10	2003	163	3.7210661813470876
354	3	f	0	3	2003	163	6.573199856812127
355	0	f	0	16	2003	163	4.212703440769591
356	4	m	0	6	2003	163	5.627284539851285
358	4	m	2	15	2003	163	6.262311255290834
364	2	f	1	3	2003	163	3.800467214220505
365	10	f	1	4	2003	163	8.287064617359539
369	1	f	1	2	2003	163	3.700797723007296
370	6	f	1	8	2003	163	6.9626954088008715
378	10	m	1	3	2003	163	8.15529609811798
383	7	f	2	17	2003	163	7.590098313012689
386	7	f	0	8	2003	163	NA
399	1	f	0	16	2003	163	4.522430072207444
422	3	f	0	7	2003	163	4.769378727788403
424	0	m	1	14	2003	163	NA
425	8	m	2	11	2003	163	7.6249027846675865
432	5	m	1	7	2003	163	7.76154833081632
439	5	f	1	9	2003	163	6.679886197675525
440	5	m	2	9	2003	163	6.526649084620374
441	12	m	0	2	2003	163	8.743241760188274
449	10	m	0	12	2003	163	6.897793726520201
453	0	f	1	10	2003	163	NA
454	2	f	1	9	2003	163	4.561727720719513
456	3	m	0	16	2003	163	6.366376082596055
457	1	m	2	5	2003	163	5.219719842664885
465	5	f	2	14	2003	163	5.194855496232323
469	8	f	1	13	2003	163	7.102103304284643
475	1	f	0	18	2003	163	3.9589884972202243
476	8	f	1	9	2003	163	6.638915260801192
479	8	f	2	16	2003	163	6.6935941595478115
484	0	m	1	11	2003	163	3.891434800943553
489	16	f	0	2	2003	163	10.159300055136603
494	10	f	1	10	2003	163	8.978195800526038
496	12	m	1	12	2003	163	8.995683143836729
498	3	f	0	4	2003	163	5.437117044345503
499	4	f	1	12	2003	163	6.221560414702845
506	2	m	2	5	2003	163	4.9944652831494745
508	10	f	0	1	2003	163	8.133035829511433
517	3	m	2	12	2003	163	6.129387017515711
519	4	f	2	7	2003	163	4.595159198229857
529	6	f	1	6	2003	163	6.785847014151113
531	3	m	1	15	2003	163	5.655897549026062
536	0	m	2	16	2003	163	3.9989951300525335
543	3	f	2	16	2003	163	5.463081360105495
552	6	m	2	13	2003	163	6.7650558840686985
557	12	m	2	11	2003	163	NA
566	14	m	2	10	2003	163	10.396873374525544
567	7	f	0	1	2003	163	6.824007694887674
568	3	f	2	2	2003	163	6.234937971556615
571	3	f	1	4	2003	163	3.4008862473178683
577	0	f	1	14	2003	163	3.1296422123386147
581	12	m	2	2	2003	163	8.574145082252349
582	9	m	2	11	2003	163	8.06502346169191
585	3	f	0	15	2003	163	5.552207046919224
593	13	f	1	19	2003	163	9.148623965388039
595	5	f	2	15	2003	163	7.057273410358825
600	1	m	0	10	2003	163	5.239189027769394
603	10	m	0	14	2003	163	8.00643701646806
604	0	m	0	18	2003	163	3.212952035731469
605	3	m	1	13	2003	163	3.9267478994300826
609	10	m	0	9	2003	163	9.400305532184438
614	6	m	0	17	2003	163	NA
620	2	m	1	4	2003	163	6.040693659172783
630	0	m	2	17	2003	163	NA
631	1	f	1	2	2003	163	5.220962765398032
632	0	m	1	6	2003	163	3.4705357561300962
633	7	f	1	4	2003	163	6.549077166197772
639	2	f	1	20	2003	163	5.00198288198786
640	0	m	0	5	2003	163	4.009063060978757
642	11	f	1	20	2003	163	9.538762265815276
643	4	m	2	17	2003	163	NA
651	4	f	1	8	2003	163	4.958332747761285
655	5	m	1	5	2003	163	5.52900942196069
658	0	m	0	1	2003	163	4.221048896248597
668	1	m	0	9	2003	163	4.056634650066692
669	3	m	0	14	2003	163	5.318473817196429
671	0	m	2	17	2003	163	5.075455750538929
675	2	m	2	2	2003	163	5.467563320759765
676	5	f	1	12	2003	163	5.686750919995926
680	0	f	2	2	2003	163	4.17291559949182
687	11	m	2	3	2003	163	10.878624157398892
693	9	f	0	6	2003	163	8.812294088989312
698	7	f	0	7	2003	163	8.024334819425004
703	7	f	2	3	2003	163	6.3965757678425454
709	3	m	0	5	2003	163	5.221759657488583
710	1	m	0	6	2003	163	4.785189346064648
717	15	f	0	20	2003	163	NA
721	7	f	2	12	2003	163	5.601779763443316
726	0	f	2	2	2003	163	3.059512990258489
729	4	f	2	17	2003	163	4.069120136378535
733	9	f	1	15	2003	163	NA
741	2	f	2	3	2003	163	5.38349772978563
743	2	f	2	10	2003	163	4.32739436564683
744	3	m	1	4	2003	163	6.263693236780769
752	12	m	1	2	2003	163	9.045453015081716
758	2	m	2	14	2003	163	3.8645425911430737
769	4	m	1	10	2003	163	5.4446299766485335
772	5	f	0	13	2003	163	6.401349919924769
778	7	f	0	9	2003	163	7.343233524934141
785	3	f	0	1	2003	163	4.45566339360901
794	9	m	2	13	2003	163	9.547186599192084
798	10	m	1	10	2003	163	7.861022225883546
799	3	m	0	8	2003	163	5.421670750483269
806	3	m	0	10	2003	163	5.4762911307286
807	10	f	2	6	2003	163	9.305425777499218
808	5	f	2	13	2003	163	6.537514059387692
809	2	f	2	2	2003	163	4.241479125938951
810	2	f	0	11	2003	163	4.872151409917522
811	11	m	2	19	2003	163	9.558838363160364
818	2	m	0	8	2003	163	6.032292663441606
822	0	f	0	18	2003	163	4.209334681215686
826	12	m	2	13	2003	163	10.528650916065185
829	0	f	0	12	2003	163	NA
834	7	m	2	14	2003	163	7.028364295890524
835	7	f	1	2	2003	163	7.818254748230223
836	2	f	1	10	2003	163	4.929382968718038
838	9	f	1	11	2003	163	NA
841	5	f	1	4	2003	163	5.936452867132155
848	0	m	0	17	2003	163	4.368720895862013
856	10	f	2	2	2003	163	7.4479193606631915
859	5	m	1	14	2003	163	6.3054839782415435
861	0	m	1	1	2003	163	5.528907982729697
880	6	f	1	18	2003	163	5.031909026036937
886	2	m	1	10	2003	163	5.979953871612099
890	8	m	2	3	2003	163	7.567362386808439
892	13	f	0	13	2003	163	8.919923275905415
893	9	f	0	8	2003	163	7.340906766281143
5	1	f	1	13	2004	154	4.17039555212412
10	9	m	0	9	2004	154	8.76684882726649
11	10	m	0	8	2004	154	7.368348794925757
12	0	m	2	11	2004	154	5.112147529094528
15	6	f	0	9	2004	154	7.395651236327163
19	2	m	2	9	2004	154	5.157254004157838
21	13	f	0	15	2004	154	9.85802508411426
38	0	m	1	18	2004	154	4.076070826348113
41	0	m	2	11	2004	154	NA
48	0	m	1	13	2004	154	4.2128539910736755
53	7	m	1	7	2004	154	NA
55	13	m	0	19	2004	154	10.692026250034672
57	0	f	2	5	2004	154	4.881891740395822
74	2	m	0	1	2004	154	3.1237824245016492
77	0	f	2	10	2004	154	NA
90	1	m	2	19	2004	154	3.4214582978816326
92	0	m	1	18	2004	154	4.19504739742629
101	6	f	2	3	2004	154	5.997071051093998
106	2	f	0	12	2004	154	5.386291453350946
107	3	m	0	11	2004	154	NA
115	7	f	1	12	2004	154	7.247770471412898
117	10	f	0	6	2004	154	NA
121	7	m	0	7	2004	154	5.529006972561389
128	6	m	1	4	2004	154	6.193841029167799
140	7	m	0	3	2004	154	8.623004616826849
141	5	f	1	6	2004	154	6.1818327385990015
142	0	f	0	17	2004	154	4.2345981929056915
150	6	f	0	10	2004	154	6.084322420197314
155	2	m	2	6	2004	154	4.1532887063485555
156	6	f	0	17	2004	154	6.744602346693437
158	0	m	2	18	2004	154	3.5853990554904707
159	3	m	0	18	2004	154	5.050179392376821
165	6	m	1	15	2004	154	5.173171875337346
167	0	f	1	8	2004	154	3.982889926838464
171	0	m	2	8	2004	154	4.939842647571444
175	6	f	1	16	2004	154	6.766709633502269
182	1	f	1	8	2004	154	3.9578058462487617
185	3	m	2	1	2004	154	4.104691086034809
188	7	m	1	16	2004	154	NA
190	4	m	0	10	2004	154	6.2132863224573764
196	0	m	1	3	2004	154	4.400008163103391
201	12	f	0	14	2004	154	8.419553767865882
205	3	m	2	13	2004	154	5.641444186576248
207	10	f	0	6	2004	154	7.375250925230093
218	7	m	0	6	2004	154	8.378380444890151
223	10	f	0	15	2004	154	6.353023453178119
224	13	f	2	16	2004	154	7.781162548629227
228	0	m	1	13	2004	154	2.7976104800192183
230	9	f	1	13	2004	154	6.734044352971132
235	4	f	0	6	2004	154	NA
236	10	m	1	17	2004	154	8.918465708792416
239	3	f	0	19	2004	154	4.544550884488066
241	8	f	1	10	2004	154	8.123493212166338
248	8	f	0	9	2004	154	6.928741868039624
254	4	f	0	17	2004	154	6.114328360642637
257	14	f	1	19	2004	154	9.071538464736769
259	0	m	0	6	2004	154	4.523996050809838
263	0	m	2	10	2004	154	3.9893775139722725
265	10	f	1	15	2004	154	7.275127609834631
266	2	m	1	10	2004	154	5.036383342115295
267	4	m	0	12	2004	154	6.353158763860475
275	5	f	0	12	2004	154	5.658011731876912
278	0	f	1	14	2004	154	4.3890350160671385
280	1	f	0	13	2004	154	2.4412681704304475
283	4	m	1	9	2004	154	5.522298051875155
284	5	f	1	3	2004	154	5.6735995934243535
295	13	f	1	8	2004	154	NA
297	1	f	2	8	2004	154	5.317226724997422
299	7	f	2	14	2004	154	6.410121685965187
310	3	m	1	19	2004	154	5.979769947791317
312	10	m	2	18	2004	154	7.403151406120686
315	6	m	0	13	2004	154	6.45003320251976
322	2	f	1	17	2004	154	NA
324	2	f	0	17	2004	154	4.77511928677039
327	1	f	1	2	2004	154	3.1866480842960327
337	6	m	0	18	2004	154	6.165936418973356
339	10	f	0	2	2004	154	7.6123835710128
345	2	m	2	10	2004	154	NA
352	1	f	0	7	2004	154	NA
355	1	f	2	5	2004	154	4.685620713383802
356	5	m	2	5	2004	154	5.926004219036241
358	5	m	1	2	2004	154	NA
364	3	f	0	11	2004	154	NA
365	11	f	1	18	2004	154	8.133707988826815
369	2	f	1	20	2004	154	3.7875089089182845
370	7	f	2	11	2004	154	7.066023480628147
378	11	m	0	8	2004	154	8.813105215869381
383	8	f	2	15	2004	154	7.87721449950536
386	8	f	1	18	2004	154	8.039937977051586
392	0	m	1	18	2004	154	6.279937113639149
399	2	f	0	3	2004	154	4.804950907920456
418	0	f	0	20	2004	154	4.22775260183181
422	4	f	1	16	2004	154	5.180071095452481
424	1	m	0	1	2004	154	5.16762027364841
425	9	m	1	10	2004	154	7.9005899110810995
432	6	m	2	16	2004	154	8.355974894638923
439	6	f	1	10	2004	154	6.751861991056973
440	6	m	2	19	2004	154	7.298907529057557
449	11	m	2	5	2004	154	7.4977304250990775
453	1	f	1	17	2004	154	3.4666333701397347
454	3	f	0	19	2004	154	4.812074714531015
456	4	m	0	6	2004	154	NA
457	2	m	1	18	2004	154	5.792537984664554
465	6	f	0	19	2004	154	5.661530866566787
469	9	f	0	1	2004	154	7.434829982697555
471	0	f	0	5	2004	154	2.8532844998208855
475	2	f	0	7	2004	154	NA
476	9	f	2	11	2004	154	6.6587506834305215
479	9	f	0	3	2004	154	7.0881332213566175
484	1	m	1	6	2004	154	4.206522504906118
494	11	f	2	10	2004	154	8.89814392968212
496	13	m	2	3	2004	154	8.923907071526527
498	4	f	0	16	2004	154	6.361774144253401
499	5	f	2	3	2004	154	6.775741751992994
506	3	m	2	16	2004	154	5.134396118617359
508	11	f	0	9	2004	154	8.716958136167781
517	4	m	2	5	2004	154	6.411892020499136
519	5	f	2	19	2004	154	NA
529	7	f	2	5	2004	154	7.349625416470059
531	4	m	2	11	2004	154	5.6480054020388515
536	1	m	2	13	2004	154	4.604965242761629
552	7	m	2	18	2004	154	7.398391924140663
557	13	m	1	7	2004	154	NA
